Part Number,Title,Body (HTML),Features,Vendor,Main Category,Category,Platform,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Weight,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Height,Length,Width
DSL017,"Driveshaft Safety Loop, Front, GT / V-6","Protect your 2011 and newer Mustang, while complying with NHRA safety rules with a Driveshaft Safety Loop from BMR Suspension. If you drag race your S197 Mustang, chances are you need a driveshaft safety loop to be NHRA legal. Built from 1/4-inch laser-cut CNC-formed plate steel, BMR's DSL017 Driveshaft Safety Loop bolts-on using OE mounting holes from the factory transmission crossmember. This design gives you a solidly mounted loop that will stay in place should a driveshaft or transmission failure occur. <br> <br> BMR Suspension designed the Driveshaft Safety Loop to contain a driveshaft, keeping it from ripping through the floor or digging into the track in event of a failure. It simply attaches to the factory transmission crossmember with supplied Grade 8 hardware. Other companies' driveshaft loops attach to the transmission and can fail to contain the driveshaft in the event of a transmission failure. BMR designed the DSL017 for street, drag race, and top speed applications. A Driveshaft Safety Loop is cheap insurance to protect your investment and provide peace-of-mind whether you are at the track or on the street. When performance is a must, rely on BMR Suspension!<br> <br> BMR Suspension's DSL017 bolt-on Driveshaft Safety Loop is available in black hammertone and red powdercoat for long-lasting good looks. Installation time is about 1 hour. Proudly made in the U.S.A.!<br> <br> <br> <br> <br>",- Fits 2011-newer Ford Mustang<br>- Bolt-on design<br>- No fabrication needed<br>- Complies with NHRA rules<br>- Required for cars quicker than 13.99 in the quarter mile with sticky tires<br>- Required for cars quicker than 11.49 in the quarter mile with stock tires<br>- 1/4-inch laser-cut plate steel<br>- Includes all necessary Grade 8 hardware<br>- Revised design to work with MGW Shifter and ARH exhaust systems<br>- Available in black hammertone and red powdercoat<br>- Durable powdercoat finish<br>- Proudly designed in the U.S.A.<br>- Proudly built in the U.S.A.<br>,BMR Suspension,Chassis,Driveshaft Safety Loops,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Chassis, Driveshaft Safety Loops, DSL017, Free Shipping, Made in the USA",TRUE,Color,Red,,,DSL017R,10,TRUE,100,continue,manual,109.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/DSL017_large.jpg,1,"DSL017R - Driveshaft Safety Loop, Front, GT / V-6",FALSE,"Driveshaft Safety Loop, Front, GT / V-6","Protect your 2011 and newer Mustang, while complying with NHRA safety rules with a Driveshaft Safety Loop from BMR Suspension. If you drag race your S197 Mustang, chances are you need a driveshaft safety loop to be NHRA legal. Built from 1/4-inch laser-cut CNC-formed plate steel, BMR's DSL017 Driveshaft Safety Loop bolts-on using OE mounting holes from the factory transmission crossmember. This design gives you a solidly mounted loop that will stay in place should a driveshaft or transmission failure occur.

BMR Suspension designed the Driveshaft Safety Loop to contain a driveshaft, keeping it from ripping through the floor or digging into the track in event of a failure. It simply attaches to the factory transmission crossmember with supplied Grade 8 hardware. Other companies' driveshaft loops attach to the transmission and can fail to contain the driveshaft in the event of a transmission failure. BMR designed the DSL017 for street, drag race, and top speed applications. A Driveshaft Safety Loop is cheap insurance to protect your investment and provide peace-of-mind whether you are at the track or on the street. When performance is a must, rely on BMR Suspension!

BMR Suspension's DSL017 bolt-on Driveshaft Safety Loop is available in black hammertone and red powdercoat for long-lasting good looks. Installation time is about 1 hour. Proudly made in the U.S.A.!",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,DSL017R,"BMR Suspension, 2005-2014 Mustang, Chassis, Driveshaft Safety Loops, DSL017, Free Shipping, Made in the USA","Driveshaft Safety Loop, Front, GT / V-6",New,,,,,,,https://bmrsuspension.com/siteart/products/DSL017_large.jpg,lb,,4.0in,18.0in,12.0in
DSL017,,,,,,,,,,,Black Hammertone,,,DSL017H,10,TRUE,100,continue,manual,109.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/DSL017_image1_large.jpg,2,"DSL017H - Driveshaft Safety Loop, Front, GT / V-6",FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/DSL017_image1_large.jpg,lb,,4.0in,18.0in,12.0in
DSL017,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/DSL017_image2_large.jpg,,"BMR Suspension DSL017 - Driveshaft Safety Loop, Front, GT / V-6",,,4.0in,18.0in,12.0in,DSL017,4.0in,18.0in,12.0in,,,,,,,,,,,,,,,,,,,,,,,,
DSL017,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/DSL017_image3_large.jpg,,"BMR Suspension DSL017 - Driveshaft Safety Loop, Front, GT / V-6",,,4.0in,18.0in,12.0in,DSL017,4.0in,18.0in,12.0in,,,,,,,,,,,,,,,,,,,,,,,,
DSL017,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/DSL017_image4_large.jpg,,"BMR Suspension DSL017 - Driveshaft Safety Loop, Front, GT / V-6",,,4.0in,18.0in,12.0in,DSL017,4.0in,18.0in,12.0in,,,,,,,,,,,,,,,,,,,,,,,,
UCM002,Upper Control Arm Mount,"Launching harder, reducing wheel hop, and adding cornering consistency to your 2011-2014 Ford Mustang is easy with an upper control arm mount from BMR Suspension. The stock upper control arm mount can deflect under load and absorb power instead of transferring it to the tires. BMR's upper control arm mount for S197 Mustangs (UCM002) is manufactured from heavy-duty 1 1/4 inch, laser cut, CNC-formed steel plate. It attaches in the factory location, and gives you three mounting positions for the upper control arm. This allows for instant center and antisquat changes for geometry changes.<br> <br> BMR Suspension designed the UCM002 to work well in street performance, drag race, and road race applications. The stock control arm mount has one position, which can give you incorrect suspension geometry is the car is lowered. It can also flex under even light cornering loads giving you inconsistent handling characteristics. The UCM002's heavy-duty construction eliminates control arm flex, while the adjustability giving you the ability to fine-tune the suspension setup. When performance is a must, rely on BMR Suspension! <br> <br> BMR Suspension's UCM002 adjustable upper control arm mount is available in red and black hammertone powdercoat for long-lasting good looks. Installation time is about 2-3 hours. Proudly made in the U.S.A.<br>","- Fits 2011-2014 Ford Mustang<br>- Three hole adjustable design<br>- Allows for correct suspension geometry<br>- MIG-welded 1 1/4-inch steel plate<br>- Dramatically reduces upper control arm mount flex<br>- Improved Performance with OEM-like NVH levels<br>- Designed for street performance, drag race, and road race applications<br>- Durable powdercoat finish<br>- 2-3 hour installation time<br>- Proudly designed in the U.S.A.<br>- Proudly made in the U.S.A.<br>",BMR Suspension,Suspension,Upper Control Arms,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Suspension, Upper Control Arms, UCM002, Free Shipping, Made in the USA",TRUE,Color,Red,,,UCM002R,7,TRUE,100,continue,manual,99.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/UCM002_large.jpg,1,UCM002R - Upper Control Arm Mount,FALSE,Upper Control Arm Mount,"Launching harder, reducing wheel hop, and adding cornering consistency to your 2011-2014 Ford Mustang is easy with an upper control arm mount from BMR Suspension. The stock upper control arm mount can deflect under load and absorb power instead of transferring it to the tires. BMR's upper control arm mount for S197 Mustangs (UCM002) is manufactured from heavy-duty 1 1/4 inch, laser cut, CNC-formed steel plate. It attaches in the factory location, and gives you three mounting positions for the upper control arm. This allows for instant center and antisquat changes for geometry changes.

BMR Suspension designed the UCM002 to work well in street performance, drag race, and road race applications. The stock control arm mount has one position, which can give you incorrect suspension geometry is the car is lowered. It can also flex under even light cornering loads giving you inconsistent handling characteristics. The UCM002's heavy-duty construction eliminates control arm flex, while the adjustability giving you the ability to fine-tune the suspension setup. When performance is a must, rely on BMR Suspension!

BMR Suspension's UCM002 adjustable upper control arm mount is available in red and black hammertone powdercoat for long-lasting good looks. Installation time is about 2-3 hours. Proudly made in the U.S.A.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,UCM002R,"BMR Suspension, 2005-2014 Mustang, Suspension, Upper Control Arms, UCM002, Free Shipping, Made in the USA",Upper Control Arm Mount,New,,,,,,,https://bmrsuspension.com/siteart/products/UCM002_large.jpg,lb,,5.0in,12.0in,9.0in
UCM002,,,,,,,,,,,Black Hammertone,,,UCM002H,7,TRUE,100,continue,manual,99.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/UCM002_image1_large.jpg,2,UCM002H - Upper Control Arm Mount,FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/UCM002_image1_large.jpg,lb,,5.0in,12.0in,9.0in
AWP003,Anti-Wheel Hop Package,"Launching harder, reducing wheel hop, and adding cornering consistency to your 2005-2014 Mustang is easy with an Anti Wheelhop Package from BMR Suspension. Stock stamped steel control arms with soft rubber bushings deflect under load and absorb power instead of transferring it to the tires. BMR's polyurethane, non-adjustable tubular control arms for S197 Mustangs (TCA019) are TIG-welded using heavy-duty 1x2-inch boxed steel tubing. This design gives you a strong control arm that greatly improves performance. Greasable, 95-durometer bushings add a solid, more responsive feel over the stock rubber bushings. BMR's bushings are internally fluted, which allows grease to evenly coat the inner sleeve. These flutes also direct grease to the outer edge of the bushing, keeping the thrust surface lubricated. This efficient lubrication ensures quiet, reliable operation over the life of the bushings. The stock lower control arm mounting location can give you insufficient lower control arm angle on lowered vehicles. BMR's control arm relocation brackets allow you to correct the lower control arm angle, correcting the rear suspension geometry and allowing you to add anti-squat for increased traction. Manufactured from heavy-duty 3/16- and 1/4-inch laser cut, CNC-formed steel plate, the CAB005 are designed to bolt in place, making installation simple and easy.<br> <br> BMR Suspension designed the AWP003 to work well in street performance, drag race, and road race applications. The stock control arms flex under heavy cornering loads giving you inconsistent handling characteristics. Couple this with soft bushings that have massive amounts of deflection and you're left with poor performance. The AWP003's heavy-duty construction eliminates control arm flex, giving you much better repeatability on the street, starting line, or in the corners. BMR's polyurethane bushings are designed to be compliant enough to give you a comfortable ride and absorb NVH, while remaining firm enough to stand up to high loads of any performance environment. The bushings easily handle the high compression loads of hard launches and acceleration, yet offer plenty of articulation for great handling. The CAB005s allow you lower the lower control arms' rear mounting position by as much as 3 inches, correcting the control arm angles. This also allows you to make instant center changes for race applications. It is engineering to bolt on and stand up to extremely high horsepower and torque levels, as well as the hardest drag strip launches without moving on the rearend housing. These are the perfect upgrade for the enthusiast looking to improve performance, while maintaining acceptable NVH levels and ride quality. When performance is a must, rely on BMR Suspension! <br> <br> Save $20 when you purchase the package!<br> <br> BMR Suspension's AWP003 Anti Wheelhop Package is available in black hammertone or red powdercoat finish for long-lasting good looks. Installation time is about 2-3 hours. Proudly made in the U.S.A.<br>","- Fits 2005-2014 Mustang, 2007-2014 Shelby GT500<br>- Designed for street performance, drag race, and handling applications<br>- Designed to the factory length<br>- High-durometer internally fluted polyurethane greasable bushings<br>- TIG-welded 1x2-inch boxed steel tubing<br>- Dramatically reduces control arms flex<br>- Greatly reduces bushing deflection<br>- Improved Performance with acceptable NVH levels<br>- Built from a blend of Â¼-inch and 3/16-inch Laser cut, CNC-formed steel plate (relocation brackets)<br>- Bolt-on design, no welding required<br>- Three height positions (2- 3- 4-inch drop over stock)<br>- Designed to handle extreme power levels<br>- Allows for corrected lower control arm angle on lowered vehicles<br>- Allows for increased anti-squat<br>- Increases traction<br>- Proudly designed in the U.S.A.<br>- Proudly made in the U.S.A.<br>",BMR Suspension,Packages,Control Arm Packages,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Packages, Control Arm Packages, AWP003, Free Shipping, Package, Made in the USA",TRUE,Color,Red,,,AWP003R,0,TRUE,100,continue,manual,329,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/AWP003_large.jpg,1,AWP003R - Anti-Wheel Hop Package,FALSE,Anti-Wheel Hop Package,"Launching harder, reducing wheel hop, and adding cornering consistency to your 2005-2014 Mustang is easy with an Anti Wheelhop Package from BMR Suspension. Stock stamped steel control arms with soft rubber bushings deflect under load and absorb power instead of transferring it to the tires. BMR's polyurethane, non-adjustable tubular control arms for S197 Mustangs (TCA019) are TIG-welded using heavy-duty 1x2-inch boxed steel tubing. This design gives you a strong control arm that greatly improves performance. Greasable, 95-durometer bushings add a solid, more responsive feel over the stock rubber bushings. BMR's bushings are internally fluted, which allows grease to evenly coat the inner sleeve. These flutes also direct grease to the outer edge of the bushing, keeping the thrust surface lubricated. This efficient lubrication ensures quiet, reliable operation over the life of the bushings. The stock lower control arm mounting location can give you insufficient lower control arm angle on lowered vehicles. BMR's control arm relocation brackets allow you to correct the lower control arm angle, correcting the rear suspension geometry and allowing you to add anti-squat for increased traction. Manufactured from heavy-duty 3/16- and 1/4-inch laser cut, CNC-formed steel plate, the CAB005 are designed to bolt in place, making installation simple and easy.

BMR Suspension designed the AWP003 to work well in street performance, drag race, and road race applications. The stock control arms flex under heavy cornering loads giving you inconsistent handling characteristics. Couple this with soft bushings that have massive amounts of deflection and you're left with poor performance. The AWP003's heavy-duty construction eliminates control arm flex, giving you much better repeatability on the street, starting line, or in the corners. BMR's polyurethane bushings are designed to be compliant enough to give you a comfortable ride and absorb NVH, while remaining firm enough to stand up to high loads of any performance environment. The bushings easily handle the high compression loads of hard launches and acceleration, yet offer plenty of articulation for great handling. The CAB005s allow you lower the lower control arms' rear mounting position by as much as 3 inches, correcting the control arm angles. This also allows you to make instant center changes for race applications. It is engineering to bolt on and stand up to extremely high horsepower and torque levels, as well as the hardest drag strip launches without moving on the rearend housing. These are the perfect upgrade for the enthusiast looking to improve performance, while maintaining acceptable NVH levels and ride quality. When performance is a must, rely on BMR Suspension!

Save $20 when you purchase the package!

BMR Suspension's AWP003 Anti Wheelhop Package is available in black hammertone or red powdercoat finish for long-lasting good looks. Installation time is about 2-3 hours. Proudly made in the U.S.A.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,AWP003R,"BMR Suspension, 2005-2014 Mustang, Packages, Control Arm Packages, AWP003, Free Shipping, Package, Made in the USA",Anti-Wheel Hop Package,New,,,,,,,https://bmrsuspension.com/siteart/products/AWP003_large.jpg,lb,,0.0in,0.0in,0.0in
AWP003,,,,,,,,,,,Black Hammertone,,,AWP003H,0,TRUE,100,continue,manual,329,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/AWP003_image1_large.jpg,2,AWP003H - Anti-Wheel Hop Package,FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/AWP003_image1_large.jpg,lb,,0.0in,0.0in,0.0in
UTCA034,"Upper Control Arm, DOM, On-car Adj, Poly Bushing, 9"" Housing","Launching harder, reducing wheel hop, and adding cornering consistency to your 9-inch equipped 2011-2014 Ford Mustang is easy with an upper control arm from BMR Suspension. Stock control arms with soft rubber bushings deflect under load and absorb power instead of transferring it to the tires. BMR’s polyurethane, on-car adjustable tubular control arm for S197 Mustangs (UTCA034) is manufactured from heavy-duty 1 5/8 inch, 0.120-inch wall DOM steel tubing. The center adjuster is CNC-machined from chrome-moly steel with rolled threads for the ultimate in strength and durability. The arms feature TIG-welded chrome-moly tube adapters. This design gives you a strong control arm that greatly improves performance. Two-inch greasable, 95-durometer bushings add a solid, more responsive feel over the stock rubber bushings. BMR’s bushings are internally fluted, which keeps grease in the bushing, even under heavy load. These flutes also direct grease to the outer edge of the bushing, keeping the thrust surface lubricated. This efficient lubrication ensures quiet, reliable operation over the life of the bushings. <br> <br> BMR Suspension designed the UTCA034 to work well in street performance, drag race, and road race applications. The stock control arm flexes under even light cornering loads giving you inconsistent handling characteristics. Combine this with soft bushings that have massive amounts of deflection and you’re left with poor performance. The UTCA034’s heavy-duty construction eliminates control arm flex, giving you much improved repeatability on the street, starting line, or in the corners. BMR’s polyurethane bushings are designed to be compliant enough to give you a comfortable ride and absorb NVH, while remaining firm enough to stand up to high loads of any performance environment. The bushings easily handle the high compression loads of hard launches and hard acceleration, yet offer plenty of articulation for great handling. The adjustable design allows for fine-tuning of the pinion angle for proper driveline alignment. These are the perfect upgrade for the enthusiast looking to improve performance, while maintaining acceptable NVH levels and ride quality. When performance is a must, rely on BMR Suspension! <br> <br> BMR Suspension’s UTCA034 9-inch on-car adjustable polyurethane upper control arm is available in red and black hammertone powdercoat for long-lasting good looks. Installation time is about 2-3 hours. Proudly made in the U.S.A.<br> <br> *BMR strongly recommends upgrading the stock Upper Control Arm Mount when utilizing an aftermarket Upper Arm on S197 Mustangs. Clunking noise may become present without an upgraded Upper Control Arm Mount. The correct part # for this application is UCM002.<br>","- Fits 2011-2014 Ford Mustang<br>- Designed for Mustangs equipped with 9-inch rearends<br>- On-car adjustable design<br>- CNC-machined chrome-moly center adjuster<br>- TIG-welded chrome-moly tube adapters<br>- High-durometer internally fluted polyurethane greasable bushings<br>- MIG-welded 1 5/8-inch DOM steel tubing<br>- Dramatically reduces control arms flex<br>- Greatly reduces bushing deflection<br>- Improved Performance with OEM-like NVH levels<br>- Designed for street performance, drag race, and road race applications<br>- Durable powdercoat finish<br>- 2-3 hour installation time<br>- Proudly designed in the U.S.A.<br>- Proudly made in the U.S.A.<br><br>",BMR Suspension,Suspension,Upper Control Arms,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Suspension, Upper Control Arms, UTCA034, Free Shipping, Made in the USA",TRUE,Color,Red,,,UTCA034R,6,TRUE,100,continue,manual,189.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/UTCA034_large.jpg,1,"UTCA034R - Upper Control Arm, DOM, On-car Adj, Poly Bushing, 9"" Housing",FALSE,"Upper Control Arm, DOM, On-car Adj, Poly Bushing, 9"" Housing","Launching harder, reducing wheel hop, and adding cornering consistency to your 9-inch equipped 2011-2014 Ford Mustang is easy with an upper control arm from BMR Suspension. Stock control arms with soft rubber bushings deflect under load and absorb power instead of transferring it to the tires. BMR’s polyurethane, on-car adjustable tubular control arm for S197 Mustangs (UTCA034) is manufactured from heavy-duty 1 5/8 inch, 0.120-inch wall DOM steel tubing. The center adjuster is CNC-machined from chrome-moly steel with rolled threads for the ultimate in strength and durability. The arms feature TIG-welded chrome-moly tube adapters. This design gives you a strong control arm that greatly improves performance. Two-inch greasable, 95-durometer bushings add a solid, more responsive feel over the stock rubber bushings. BMR’s bushings are internally fluted, which keeps grease in the bushing, even under heavy load. These flutes also direct grease to the outer edge of the bushing, keeping the thrust surface lubricated. This efficient lubrication ensures quiet, reliable operation over the life of the bushings.

BMR Suspension designed the UTCA034 to work well in street performance, drag race, and road race applications. The stock control arm flexes under even light cornering loads giving you inconsistent handling characteristics. Combine this with soft bushings that have massive amounts of deflection and you’re left with poor performance. The UTCA034’s heavy-duty construction eliminates control arm flex, giving you much improved repeatability on the street, starting line, or in the corners. BMR’s polyurethane bushings are designed to be compliant enough to give you a comfortable ride and absorb NVH, while remaining firm enough to stand up to high loads of any performance environment. The bushings easily handle the high compression loads of hard launches and hard acceleration, yet offer plenty of articulation for great handling. The adjustable design allows for fine-tuning of the pinion angle for proper driveline alignment. These are the perfect upgrade for the enthusiast looking to improve performance, while maintaining acceptable NVH levels and ride quality. When performance is a must, rely on BMR Suspension!

BMR Suspension’s UTCA034 9-inch on-car adjustable polyurethane upper control arm is available in red and black hammertone powdercoat for long-lasting good looks. Installation time is about 2-3 hours. Proudly made in the U.S.A.

*BMR strongly recommends upgrading the stock Upper Control Arm Mount when utilizing an aftermarket Upper Arm on S197 Mustangs. Clunking noise may become present without an upgraded Upper Control Arm Mount. The correct part # for this application is UCM002.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,UTCA034R,"BMR Suspension, 2005-2014 Mustang, Suspension, Upper Control Arms, UTCA034, Free Shipping, Made in the USA","Upper Control Arm, DOM, On-car Adj, Poly Bushing, 9"" Housing",New,,,,,,,https://bmrsuspension.com/siteart/products/UTCA034_large.jpg,lb,,5.0in,12.0in,9.0in
UTCA034,,,,,,,,,,,Black Hammertone,,,UTCA034H,6,TRUE,100,continue,manual,189.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/UTCA034_image1_large.jpg,2,"UTCA034H - Upper Control Arm, DOM, On-car Adj, Poly Bushing, 9"" Housing",FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/UTCA034_image1_large.jpg,lb,,5.0in,12.0in,9.0in
KM018,"K-member, Standard Motor Mounts, Standard Rack Mounts","Reduce weight, increase frontend rigidity, and add clearance for large-tube headers and turbo kits on your S197 Mustang with a Tubular K-member from BMR Suspension. BMR Tubular K-Members are designed to provide a lightweight alternative to the heavy and bulky factory K-member. Manufactured from 1-inch, 1-1/4-inch, and 1 ½-inch DOM tubing, BMR's K-members give you a lightweight, extremely strong K-member. Every BMR K-member is 100-percent bolt-in and requires no modifications for fitment. <br> <br> Designed for street performance, drag race, and handling applications, BMR Tubular K-members drop weight and significantly increases frontend structural rigidity. BMR's unique K-member design feature integrated engine mounts that replace the heavy factory mounts. This additional weight reduction allows us to use larger diameter tubing and thicker mounting plates for additional strength over other companies' K-members. The OE K-member and engine mounts weighs 46-pounds, while BMR K-member weighs only 26-pounds, giving you a 20-pound weight reduction. When combined with BMR's lower A-arms and other lightweight frontend parts, weight reduction of up to 75 pounds is easily achievable. <br> <br> BMR Suspension's KM018 Tubular K-Member is available in black hammertone and red powdercoat for long-lasting good looks. Installation time is about 3-4 hours. Proudly made in the U.S.A.!<br> <br> <br> NOTES:<br> <br> - To retain the OE aero pan on 2011-2014 Mustangs, modification is necessary as the OE pieces are not a direct fit to the BMR K-Member.<br> <br> - BMR highly recommends its A-Arm Support Brace (AAS001) when using its Tubular K-Members for street and/or handling use.<br> <br> - BMR billet aluminum Motor Mount Upgrade (MM006) is recommended for applications above 700 lb-ft of torque.<br>","- Designed to fit 2005-2014 S197 Mustang<br>- Lighter than other competitors K-members due to integrated motor mount design <br>- Manufactured from 1-inch, 1-1/4-inch, and 1 Â½-inch DOM tubing<br>- Works with stock A-arms or BMR A-arms <br>- Give you a 20-pound reduction over the factory K-member and engine mounts<br>- Designed with standard height engine mounts<br>- Designed for stock hydraulic or electric steering rack<br>- Designed for street performance, drag race, and handling applications<br>- Durable powdercoat finish<br>- 3-4 hour installation time<br>- Proudly designed in the U.S.A.<br>- Proudly made in the U.S.A.<br>",BMR Suspension,Chassis,K-Members,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Chassis, K-Members, KM018, Free Shipping, Made in the USA",TRUE,Color,Red,,,KM018R,40,TRUE,100,continue,manual,619.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/KM018_large.jpg,1,"KM018R - K-member, Standard Motor Mounts, Standard Rack Mounts",FALSE,"K-member, Standard Motor Mounts, Standard Rack Mounts","Reduce weight, increase frontend rigidity, and add clearance for large-tube headers and turbo kits on your S197 Mustang with a Tubular K-member from BMR Suspension. BMR Tubular K-Members are designed to provide a lightweight alternative to the heavy and bulky factory K-member. Manufactured from 1-inch, 1-1/4-inch, and 1 ½-inch DOM tubing, BMR's K-members give you a lightweight, extremely strong K-member. Every BMR K-member is 100-percent bolt-in and requires no modifications for fitment.

Designed for street performance, drag race, and handling applications, BMR Tubular K-members drop weight and significantly increases frontend structural rigidity. BMR's unique K-member design feature integrated engine mounts that replace the heavy factory mounts. This additional weight reduction allows us to use larger diameter tubing and thicker mounting plates for additional strength over other companies' K-members. The OE K-member and engine mounts weighs 46-pounds, while BMR K-member weighs only 26-pounds, giving you a 20-pound weight reduction. When combined with BMR's lower A-arms and other lightweight frontend parts, weight reduction of up to 75 pounds is easily achievable.

BMR Suspension's KM018 Tubular K-Member is available in black hammertone and red powdercoat for long-lasting good looks. Installation time is about 3-4 hours. Proudly made in the U.S.A.!


NOTES:

- To retain the OE aero pan on 2011-2014 Mustangs, modification is necessary as the OE pieces are not a direct fit to the BMR K-Member.

- BMR highly recommends its A-Arm Support Brace (AAS001) when using its Tubular K-Members for street and/or handling use.

- BMR billet aluminum Motor Mount Upgrade (MM006) is recommended for applications above 700 lb-ft of torque.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,KM018R,"BMR Suspension, 2005-2014 Mustang, Chassis, K-Members, KM018, Free Shipping, Made in the USA","K-member, Standard Motor Mounts, Standard Rack Mounts",New,,,,,,,https://bmrsuspension.com/siteart/products/KM018_large.jpg,lb,,11.0in,48.0in,30.0in
KM018,,,,,,,,,,,Black Hammertone,,,KM018H,40,TRUE,100,continue,manual,619.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/KM018_image1_large.jpg,2,"KM018H - K-member, Standard Motor Mounts, Standard Rack Mounts",FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/KM018_image1_large.jpg,lb,,11.0in,48.0in,30.0in
